Rank;Time;Name;Country;Date of Birth;Place;City;Date;Gender;Event;Time_s;Age
419;02:07:13;Atsushi Sato;JPN;1978-05-08;3.0;Fukuoka;2007-12-02;Men;Marathon;7633.0;29.589041095890412
419;02:07:13;Wilson Kipsang Kiprotich;KEN;1982-03-15;3.0;Paris;2010-04-11;Men;Marathon;7633.0;28.09315068493151
419;02:07:13;Tadesse Tola;ETH;1987-10-31;4.0;Eindhoven;2011-10-09;Men;Marathon;7633.0;23.956164383561642
419;02:07:13;John Kipkorir Komen;KEN;1977-08-28;1.0;La Rochelle;2011-11-27;Men;Marathon;7633.0;34.271232876712325
419;02:07:13;Shumi Dechasa;BRN;1989-05-28;6.0;Dubai;2014-01-24;Men;Marathon;7633.0;24.676712328767124
419;02:07:13;Edwin Koech;KEN;1992-01-01;1.0;Milano;2017-04-02;Men;Marathon;7633.0;25.268493150684932
426;02:07:14;Daniel Njenga;KEN;1976-05-07;3.0;Chicago;2005-10-09;Men;Marathon;7634.0;29.443835616438356
426;02:07:14;Robert Kipkoech Cheruiyot;KEN;1978-09-26;1.0;Boston;2006-04-17;Men;Marathon;7634.0;27.575342465753426
426;02:07:14;Tsegay Kebede;ETH;1987-01-15;3.0;New York City;2011-11-06;Men;Marathon;7634.0;24.824657534246576
426;02:07:14;Felix Keny;KEN;1985-12-25;1.0;Valencia;2013-11-17;Men;Marathon;7634.0;27.915068493150685
426;02:07:14;Paul Lonyangata;KEN;1992-12-12;1.0;Shanghai;2015-11-08;Men;Marathon;7634.0;22.92054794520548
431;02:07:15;Cosmas N'Deti;KEN;1971-11-24;1.0;Boston;1994-04-18;Men;Marathon;7635.0;22.413698630136988
431;02:07:15;Japhet Kosgei;KEN;1968-12-20;1.0;Tokyo;2000-02-13;Men;Marathon;7635.0;31.16986301369863
431;02:07:15;Dmitriy Baranovskiy;UKR;1979-07-28;2.0;Fukuoka;2006-12-03;Men;Marathon;7635.0;27.36986301369863
431;02:07:15;Silas Cheboit;KEN;1990-01-01;1.0;Gongju;2014-10-19;Men;Marathon;7635.0;24.813698630136987
435;02:07:16;Isaac Macharia;KEN;1980-11-25;2.0;Dubai;2008-01-18;Men;Marathon;7636.0;27.164383561643834
435;02:07:16;Jaouad Gharib;MAR;1972-05-22;2.0;Beijing;2008-08-24;Men;Marathon;7636.0;36.28219178082192
435;02:07:16;Bernard Kiprop Kipyego;KEN;1986-07-16;2.0;Paris;2011-04-10;Men;Marathon;7636.0;24.75068493150685
435;02:07:16;Tadesse Tola;ETH;1987-10-31;1.0;Beijing;2013-10-20;Men;Marathon;7636.0;25.98904109589041
435;02:07:16;Martin Irungu Mathathi;KEN;1985-12-25;1.0;Fukuoka;2013-12-01;Men;Marathon;7636.0;27.953424657534246
435;02:07:16;Deriba Robi;ETH;1990-09-20;5.0;Frankfurt;2014-10-26;Men;Marathon;7636.0;24.115068493150684
435;02:07:16;Tilahun Regessa;ETH;1990-01-18;5.0;London;2015-04-26;Men;Marathon;7636.0;25.284931506849315
435;02:07:16;Abayneh Ayele;ETH;1987-11-04;4.0;Eindhoven;2015-10-11;Men;Marathon;7636.0;27.953424657534246
443;02:07:17;Benjamin Kiptoo;KEN;1979-01-01;1.0;Roma;2009-03-22;Men;Marathon;7637.0;30.24109589041096
443;02:07:17;Stephen Tum;KEN;1986-06-12;2.0;Praha;2012-05-13;Men;Marathon;7637.0;25.936986301369863
443;02:07:17;Lucas Rotich;KEN;1990-04-16;1.0;Hamburg;2015-04-26;Men;Marathon;7637.0;25.043835616438358
446;02:07:18;Kenneth Cheruiyot;KEN;1974-08-02;2.0;Rotterdam;2001-04-22;Men;Marathon;7638.0;26.73972602739726
446;02:07:18;David Barmasai;KEN;1989-01-01;1.0;Dubai;2011-01-21;Men;Marathon;7638.0;22.068493150684933
446;02:07:18;Nicholas Kurgat;KEN;1987-11-07;3.0;Daegu;2014-04-06;Men;Marathon;7638.0;26.43013698630137
446;02:07:18;Lucas Rotich;KEN;1990-04-16;2.0;Amsterdam;2014-10-19;Men;Marathon;7638.0;24.526027397260275
446;02:07:18;Ezekiel Chebii;KEN;1991-01-03;2.0;Amsterdam;2015-10-18;Men;Marathon;7638.0;24.805479452054794
451;02:07:19;Andrés Perez Espinosa;MEX;1963-02-04;2.0;Boston;1994-04-18;Men;Marathon;7639.0;31.221917808219178
451;02:07:19;Khalid Khannouchi;MAR;1971-12-22;2.0;Chicago;1998-10-11;Men;Marathon;7639.0;26.82191780821918
451;02:07:19;Jaouad Gharib;MAR;1972-05-22;3.0;Fukuoka;2006-12-03;Men;Marathon;7639.0;34.556164383561644
451;02:07:19;Mubarak Hassan Shami;QAT;1980-12-02;1.0;Paris;2007-04-15;Men;Marathon;7639.0;26.383561643835616
451;02:07:19;Bernard Kiprop Kipyego;KEN;1986-07-16;2.0;Beijing;2013-10-20;Men;Marathon;7639.0;27.28219178082192
451;02:07:19;Mule Wasihun;ETH;1993-10-20;9.0;Amsterdam;2016-10-19;Men;Marathon;7639.0;23.013698630136986
451;02:07:19;Lucas Rotich;KEN;1990-04-16;5.0;Rotterdam;2017-04-09;Men;Marathon;7639.0;27.0
458;02:07:20;Vincent Rousseau;BEL;1962-07-29;2.0;Berlin;1995-09-24;Men;Marathon;7640.0;33.178082191780824
458;02:07:20;Lee Bong-Ju;KOR;1970-10-11;2.0;Tokyo;2000-02-13;Men;Marathon;7640.0;29.361643835616437
458;02:07:20;Stephen Kiprotich;UGA;1989-04-18;1.0;Enschede;2011-04-17;Men;Marathon;7640.0;22.01095890410959
458;02:07:20;Daniel Rono;KEN;1978-07-13;3.0;Beijing;2013-10-20;Men;Marathon;7640.0;35.295890410958904
458;02:07:20;Shumi Dechasa;BRN;1989-05-28;4.0;Tokyo;2015-02-22;Men;Marathon;7640.0;25.756164383561643
458;02:07:20;Luka Kanda;KEN;1987-01-01;2.0;Paris;2015-04-12;Men;Marathon;7640.0;28.295890410958904
458;02:07:20;Philemon Rono;KEN;1991-02-08;2.0;Hamburg;2016-04-17;Men;Marathon;7640.0;25.205479452054796
465;02:07:21;Robert Kiprono Cheruiyot;KEN;1988-08-10;1.0;Frankfurt;2008-10-26;Men;Marathon;7641.0;20.224657534246575
465;02:07:21;Mark Kiptoo;KEN;1976-06-21;2.0;Rotterdam;2015-04-12;Men;Marathon;7641.0;38.83287671232877
465;02:07:21;Yitayal Atnafu Zerihun;ETH;1993-01-20;4.0;Paris;2017-04-09;Men;Marathon;7641.0;24.232876712328768
468;02:07:22;Stefano Baldini;ITA;1971-05-25;5.0;London;2006-04-23;Men;Marathon;7642.0;34.93698630136986
468;02:07:22;Sammy Kirop Kitwara;KEN;1986-11-26;3.0;Rotterdam;2013-04-14;Men;Marathon;7642.0;26.4
468;02:07:22;Peter Some;KEN;1990-06-05;5.0;Tokyo;2015-02-22;Men;Marathon;7642.0;24.734246575342464
468;02:07:22;Martin Kosgei;KEN;1989-01-01;2.0;Frankfurt;2016-10-30;Men;Marathon;7642.0;27.846575342465755
472;02:07:23;Fabián Roncero;ESP;1970-10-19;2.0;Rotterdam;1999-04-18;Men;Marathon;7643.0;28.515068493150686
472;02:07:23;Viktor Röthlin;SUI;1974-10-14;1.0;Tokyo;2008-02-17;Men;Marathon;7643.0;33.367123287671234
472;02:07:23;David Kipkorir;KEN;1974-12-15;1.0;Hamburg;2008-04-27;Men;Marathon;7643.0;33.38904109589041
472;02:07:23;Tekeste Kebede;ETH;1981-08-14;2.0;Boston;2010-04-19;Men;Marathon;7643.0;28.698630136986303
472;02:07:23;Nicholas Koech;KEN;1982-06-03;3.0;Praha;2010-05-09;Men;Marathon;7643.0;27.95068493150685
472;02:07:23;Chala Dechase;ETH;1984-06-13;3.0;Amsterdam;2010-10-17;Men;Marathon;7643.0;26.361643835616437
472;02:07:23;Dickson Chumba;KEN;1986-10-27;7.0;Frankfurt;2011-10-30;Men;Marathon;7643.0;25.024657534246575
472;02:07:23;Augustine Rono;KEN;1981-01-01;3.0;Hamburg;2012-04-29;Men;Marathon;7643.0;31.345205479452055
472;02:07:23;Geoffrey Kirui;KEN;1993-02-16;3.0;Rotterdam;2016-04-10;Men;Marathon;7643.0;23.161643835616438
481;02:07:24;Hosea Kiprop Rotich;KEN;1979-10-02;3.0;Paris;2008-04-06;Men;Marathon;7644.0;28.53150684931507
481;02:07:24;Lawrence Cherono;KEN;1988-08-07;1.0;Praha;2016-05-08;Men;Marathon;7644.0;27.76986301369863
483;02:07:25;Markos Geneti;ETH;1984-05-30;6.0;Tokyo;2015-02-22;Men;Marathon;7645.0;30.753424657534246
484;02:07:26;Fabián Roncero;ESP;1970-10-19;1.0;Rotterdam;1998-04-19;Men;Marathon;7646.0;27.517808219178082
484;02:07:26;Benjamin Kimutai Kosgei;KEN;1971-09-05;1.0;Amsterdam;2002-10-20;Men;Marathon;7646.0;31.145205479452056
484;02:07:26;Martin Lel;KEN;1978-10-29;1.0;London;2005-04-17;Men;Marathon;7646.0;26.484931506849314
484;02:07:26;Samuel Ndungu;KEN;1988-04-04;7.0;Chicago;2012-10-07;Men;Marathon;7646.0;24.526027397260275
484;02:07:26;Seboka Tola;ETH;1987-11-10;3.0;Seoul;2013-03-17;Men;Marathon;7646.0;25.367123287671234
484;02:07:26;Birhanu Gebru;ETH;1987-01-27;1.0;Daegu;2015-04-05;Men;Marathon;7646.0;28.205479452054796
484;02:07:26;Tsegaye Mekonnen;ETH;1995-06-15;1.0;Hamburg;2017-04-23;Men;Marathon;7646.0;21.87123287671233
491;02:07:27;Josephat Kiprono;KEN;1973-12-12;2.0;Berlin;1998-09-20;Men;Marathon;7647.0;24.78904109589041
491;02:07:27;Julio Rey;ESP;1972-01-13;1.0;Hamburg;2003-04-27;Men;Marathon;7647.0;31.306849315068494
491;02:07:27;Yared Asmeron;ERI;1979-02-03;2.0;Chuncheon;2011-10-23;Men;Marathon;7647.0;32.73972602739726
494;02:07:28;Josiah Thugwane;RSA;1971-04-15;1.0;Fukuoka;1997-12-07;Men;Marathon;7648.0;26.665753424657535
494;02:07:28;Evans Rutto;KEN;1984-01-14;4.0;Chicago;2005-10-09;Men;Marathon;7648.0;21.75068493150685
494;02:07:28;Samuel Tsegay Tesfamriam;ERI;1988-10-24;8.0;Amsterdam;2011-10-16;Men;Marathon;7648.0;22.991780821917807
494;02:07:28;Eshetu Wondimu;ETH;1982-01-26;11.0;Dubai;2012-01-27;Men;Marathon;7648.0;30.02191780821918
494;02:07:28;Eliud Kiptanui;KEN;1989-06-06;5.0;Berlin;2014-09-28;Men;Marathon;7648.0;25.328767123287673
494;02:07:28;John Mwangangi;KEN;1990-11-01;3.0;Amsterdam;2014-10-19;Men;Marathon;7648.0;23.980821917808218
494;02:07:28;Cyprian Kotut;KEN;1992-01-01;3.0;Frankfurt;2016-10-30;Men;Marathon;7648.0;24.846575342465755
501;02:07:29;Josephat Kiprono;KEN;1973-12-12;2.0;Chicago;2000-10-22;Men;Marathon;7649.0;26.87945205479452
501;02:07:29;Stefano Baldini;ITA;1971-05-25;6.0;London;2002-04-14;Men;Marathon;7649.0;30.90958904109589
501;02:07:29;Salim Kipsang;KEN;1979-12-22;3.0;Berlin;2007-09-30;Men;Marathon;7649.0;27.791780821917808
501;02:07:29;Abreham Cherkos;ETH;1989-09-23;4.0;Amsterdam;2010-10-17;Men;Marathon;7649.0;21.07945205479452
501;02:07:29;Ronald Korir;KEN;1991-01-01;6.0;Frankfurt;2014-10-26;Men;Marathon;7649.0;23.832876712328765
501;02:07:29;Laban Korir;KEN;1985-12-30;2.0;Paris;2016-04-03;Men;Marathon;7649.0;30.279452054794522
501;02:07:29;Kelkile Gezahegn;ETH;1996-01-01;6.0;Rotterdam;2017-04-09;Men;Marathon;7649.0;21.284931506849315
508;02:07:30;Jackson Kipkoech;KEN;1988-02-12;1.0;Barcelona;2010-03-07;Men;Marathon;7650.0;22.07945205479452
508;02:07:30;Patrick Tambwé;FRA;1975-05-05;1.0;Tiberias;2012-01-12;Men;Marathon;7650.0;36.71506849315068
508;02:07:30;Asbel Kipsang;KEN;1993-09-10;6.0;Seoul;2016-03-20;Men;Marathon;7650.0;22.53972602739726
508;02:07:30;Shura Kitata Tola;ETH;1996-06-09;1.0;Roma;2017-04-02;Men;Marathon;7650.0;20.827397260273973
512;02:07:31;Jonathan Kipkorir;KEN;1982-12-29;7.0;Paris;2009-04-05;Men;Marathon;7651.0;26.284931506849315
512;02:07:31;Levi Omari;KEN;1989-11-03;1.0;Barcelona;2011-03-06;Men;Marathon;7651.0;21.350684931506848
512;02:07:31;Felix Keny;KEN;1985-12-25;5.0;Seoul;2012-03-18;Men;Marathon;7651.0;26.246575342465754
512;02:07:31;Sisay Lemma;ETH;1990-12-12;1.0;Wien;2015-04-12;Men;Marathon;7651.0;24.34794520547945
512;02:07:31;Stephen Kiprotich;UGA;1989-04-18;2.0;Hamburg;2017-04-23;Men;Marathon;7651.0;28.03287671232877
517;02:07:32;Rodgers Rop;KEN;1976-02-16;1.0;Hamburg;2007-04-29;Men;Marathon;7652.0;31.21917808219178
517;02:07:32;Sammy Korir;KEN;1971-12-12;1.0;Seoul;2008-03-16;Men;Marathon;7652.0;36.28493150684932
517;02:07:32;Francis Kibiwott;KEN;1978-09-15;2.0;Tiberias;2012-01-12;Men;Marathon;7652.0;33.347945205479455
517;02:07:32;Negari Terfa;ETH;1983-06-12;1.0;Xiamen;2013-01-05;Men;Marathon;7652.0;29.589041095890412
517;02:07:32;Bazu Worku Hayla;ETH;1990-09-15;1.0;Houston;2014-01-19;Men;Marathon;7652.0;23.361643835616437
517;02:07:32;Mathew Kisorio;KEN;1989-05-16;1.0;Daegu;2017-04-02;Men;Marathon;7652.0;27.898630136986302
523;02:07:33;Abdelkader El Mouaziz;MAR;1969-01-01;2.0;London;2000-04-16;Men;Marathon;7653.0;31.30958904109589
523;02:07:33;Aleksandr Kuzin;UKR;1974-10-21;1.0;Linz;2007-04-15;Men;Marathon;7653.0;32.50410958904109
523;02:07:33;Wilfred Kibet Kigen;KEN;1975-02-23;2.0;Hamburg;2007-04-29;Men;Marathon;7653.0;32.2
523;02:07:33;Charles Kamathi;KEN;1978-05-18;3.0;Rotterdam;2008-04-13;Men;Marathon;7653.0;29.926027397260274
523;02:07:33;Abderrahim Bouramdane;MAR;1978-01-01;4.0;London;2010-04-25;Men;Marathon;7653.0;32.33424657534247
523;02:07:33;Eshetu Wondimu;ETH;1982-01-26;3.0;Paris;2011-04-10;Men;Marathon;7653.0;29.221917808219178
523;02:07:33;Seboka Tola;ETH;1987-11-10;3.0;Paris;2015-04-12;Men;Marathon;7653.0;27.438356164383563
523;02:07:33;Bernard Kiprop Kipyego;KEN;1986-07-16;2.0;Tokyo;2016-02-28;Men;Marathon;7653.0;29.64109589041096
523;02:07:33;Jacob Kendagor;KEN;1984-09-19;6.0;Seoul;2017-03-19;Men;Marathon;7653.0;32.51780821917808
532;02:07:34;Moses Tanui;KEN;1965-08-20;1.0;Boston;1998-04-20;Men;Marathon;7654.0;32.68767123287671
532;02:07:34;Antonio Peña;ESP;1970-08-26;1.0;Otsu;2001-03-04;Men;Marathon;7654.0;30.542465753424658
532;02:07:34;Rodgers Rop;KEN;1976-02-16;6.0;London;2006-04-23;Men;Marathon;7654.0;30.202739726027396
532;02:07:34;Yonas Kifle;ERI;1977-03-24;5.0;Amsterdam;2007-10-21;Men;Marathon;7654.0;30.5972602739726
532;02:07:34;Gudisa Shentema;ETH;1980-06-19;4.0;Paris;2008-04-06;Men;Marathon;7654.0;27.816438356164383
532;02:07:34;Elijah Kemboi;KEN;1984-09-10;3.0;Frankfurt;2013-10-27;Men;Marathon;7654.0;29.147945205479452
532;02:07:34;Dickson Chumba;KEN;1986-10-27;3.0;Tokyo;2016-02-28;Men;Marathon;7654.0;29.35890410958904
539;02:07:35;Taisuke Kodama;JPN;1958-07-26;1.0;Beijing;1986-10-19;Men;Marathon;7655.0;28.252054794520546
539;02:07:35;Abebe Mekonnen;ETH;1964-01-09;1.0;Beijing;1988-10-16;Men;Marathon;7655.0;24.786301369863015
539;02:07:35;Robert Kipkoech Cheruiyot;KEN;1978-09-26;1.0;Chicago;2006-10-22;Men;Marathon;7655.0;28.09041095890411
539;02:07:35;Paul Kirui;KEN;1980-02-05;3.0;Seoul;2010-03-21;Men;Marathon;7655.0;30.14246575342466
539;02:07:35;Hailu Mekonnen;ETH;1980-04-04;1.0;Tokyo;2011-02-27;Men;Marathon;7655.0;30.92054794520548
539;02:07:35;Teferi Kebede;ETH;1984-06-04;3.0;Tiberias;2012-01-12;Men;Marathon;7655.0;27.624657534246577
539;02:07:35;Gilbert Kirwa;KEN;1985-12-20;3.0;Frankfurt;2012-10-28;Men;Marathon;7655.0;26.873972602739727
539;02:07:35;Limenih Getachew;ETH;1990-04-30;2.0;Hamburg;2013-04-21;Men;Marathon;7655.0;22.991780821917807
539;02:07:35;Franklin Chepkwony;KEN;1984-06-15;6.0;Berlin;2014-09-28;Men;Marathon;7655.0;30.306849315068494
548;02:07:36;Felix Keny;KEN;1985-12-25;2.0;Barcelona;2010-03-07;Men;Marathon;7656.0;24.213698630136985
548;02:07:36;Kenneth Mburu Mungara;KEN;1973-09-07;2.0;Praha;2011-05-08;Men;Marathon;7656.0;37.69041095890411
548;02:07:36;Josphat Muchiri Ndambiri;KEN;1985-02-12;1.0;Fukuoka;2011-12-04;Men;Marathon;7656.0;26.824657534246576
551;02:07:37;Joseph Chebet;KEN;1970-08-23;2.0;Boston;1998-04-20;Men;Marathon;7657.0;27.676712328767124
551;02:07:37;Robert Cheboror;KEN;1978-09-09;2.0;Hamburg;2006-04-23;Men;Marathon;7657.0;27.638356164383563
551;02:07:37;Jason Mbote;KEN;1977-01-05;2.0;Seoul;2008-03-16;Men;Marathon;7657.0;31.213698630136985
551;02:07:37;David Kipkorir;KEN;1974-12-15;2.0;Chicago;2008-10-12;Men;Marathon;7657.0;33.84931506849315
551;02:07:37;Teshome Gelana;ETH;1983-10-31;1.0;Houston;2010-01-17;Men;Marathon;7657.0;26.232876712328768
551;02:07:37;Hailu Mekonnen;ETH;1980-04-04;5.0;Amsterdam;2010-10-17;Men;Marathon;7657.0;30.556164383561644
551;02:07:37;Peter Kamais;KEN;1976-11-07;1.0;Xiamen;2012-01-07;Men;Marathon;7657.0;35.18904109589041
551;02:07:37;Michael Kipyego;KEN;1983-10-02;1.0;Tokyo;2012-02-26;Men;Marathon;7657.0;28.421917808219177
551;02:07:37;Alfred Kering;KEN;1980-01-01;1.0;Köln;2012-10-14;Men;Marathon;7657.0;32.80821917808219
551;02:07:37;Geoffrey Kamworor;KEN;1992-11-28;6.0;Tokyo;2014-02-23;Men;Marathon;7657.0;21.252054794520546
551;02:07:37;Stephen Chemlany;KEN;1982-08-09;3.0;Paris;2016-04-03;Men;Marathon;7657.0;33.673972602739724
562;02:07:38;Julio Rey;ESP;1972-01-13;1.0;Hamburg;2005-04-24;Men;Marathon;7658.0;33.3013698630137
562;02:07:38;Abel Kirui;KEN;1982-06-04;1.0;Wien;2008-04-27;Men;Marathon;7658.0;25.915068493150685
562;02:07:38;Charles Kamathi;KEN;1978-05-18;1.0;Eindhoven;2010-10-10;Men;Marathon;7658.0;32.41917808219178
562;02:07:38;Nicholas Chelimo;KEN;1983-01-08;2.0;Eindhoven;2010-10-10;Men;Marathon;7658.0;27.77260273972603
562;02:07:38;Abel Kirui;KEN;1982-06-04;1.0;Daegu;2011-09-04;Men;Marathon;7658.0;29.27123287671233
562;02:07:38;Gilbert Yegon;KEN;1988-08-06;2.0;Wien;2012-04-15;Men;Marathon;7658.0;23.706849315068492
562;02:07:38;Teferi Kebede;ETH;1984-06-04;5.0;Paris;2012-04-15;Men;Marathon;7658.0;27.882191780821916
562;02:07:38;James Kipsang Kwambai;KEN;1983-02-28;6.0;Seoul;2014-03-16;Men;Marathon;7658.0;31.065753424657533
562;02:07:38;Markos Geneti;ETH;1984-05-30;1.0;Hengshui;2014-09-20;Men;Marathon;7658.0;30.328767123287673
571;02:07:39;Japhet Kosgei;KEN;1968-12-20;1.0;Otsu;2003-03-02;Men;Marathon;7659.0;34.21917808219178
571;02:07:39;Benjamin Kimutai Kosgei;KEN;1971-09-05;3.0;Amsterdam;2003-10-19;Men;Marathon;7659.0;32.14246575342466
571;02:07:39;Deressa Chisma;ETH;1976-11-21;8.0;Boston;2011-04-18;Men;Marathon;7659.0;34.42739726027397
571;02:07:39;Henryk Szost;POL;1982-01-20;2.0;Otsu;2012-03-04;Men;Marathon;7659.0;30.13972602739726
571;02:07:39;Limenih Getachew;ETH;1990-04-30;2.0;Köln;2012-10-14;Men;Marathon;7659.0;22.473972602739725
571;02:07:39;Masato Imai;JPN;1984-01-26;7.0;Tokyo;2015-02-22;Men;Marathon;7659.0;31.095890410958905
571;02:07:39;Viktor Kipchirchir;KEN;1987-12-05;1.0;Valencia;2016-11-20;Men;Marathon;7659.0;28.980821917808218
571;02:07:39;Alfers Lagat;KEN;1986-08-07;5.0;Tokyo;2017-02-26;Men;Marathon;7659.0;30.578082191780823
579;02:07:40;Hiromi Taniguchi;JPN;1960-04-05;2.0;Beijing;1988-10-16;Men;Marathon;7660.0;28.55068493150685
579;02:07:40;Daniel Njenga;KEN;1976-05-07;2.0;Chicago;2006-10-22;Men;Marathon;7660.0;30.47945205479452
579;02:07:40;Paul Biwott;KEN;1978-04-18;3.0;Eindhoven;2010-10-10;Men;Marathon;7660.0;32.5013698630137
579;02:07:40;Deressa Chisma;ETH;1976-11-21;7.0;Tokyo;2014-02-23;Men;Marathon;7660.0;37.28219178082192
579;02:07:40;Stephen Mokoka;RSA;1985-04-01;2.0;Shanghai;2015-11-08;Men;Marathon;7660.0;30.624657534246577
584;02:07:41;Elijah Lagat;KEN;1966-06-19;1.0;Berlin;1997-09-28;Men;Marathon;7661.0;31.2986301369863
584;02:07:41;Simon Biwott;KEN;1970-03-03;3.0;Rotterdam;1999-04-18;Men;Marathon;7661.0;29.145205479452056
584;02:07:41;Daniel Njenga;KEN;1976-05-07;3.0;Chicago;2003-10-12;Men;Marathon;7661.0;27.44931506849315
584;02:07:41;Toshinari Takaoka;JPN;1970-09-24;1.0;Tokyo;2005-02-13;Men;Marathon;7661.0;34.413698630136984
584;02:07:41;Philip Manyim;KEN;1978-03-24;1.0;Berlin;2005-09-25;Men;Marathon;7661.0;27.526027397260275
584;02:07:41;Martin Lel;KEN;1978-10-29;1.0;London;2007-04-22;Men;Marathon;7661.0;28.4986301369863
584;02:07:41;Negari Terfa;ETH;1983-06-12;3.0;Berlin;2009-09-20;Men;Marathon;7661.0;26.293150684931508
584;02:07:41;Alfred Kering;KEN;1980-01-01;4.0;Paris;2011-04-10;Men;Marathon;7661.0;31.293150684931508
584;02:07:41;Debebe Tolossa;ETH;1991-07-07;2.0;Houston;2012-01-15;Men;Marathon;7661.0;20.53972602739726
584;02:07:41;Charles Munyeki Kiama;KEN;1986-11-02;6.0;Seoul;2012-03-18;Men;Marathon;7661.0;25.39178082191781
584;02:07:41;Gezahagn Girma Beyene;ETH;1983-11-28;2.0;Marrakesh;2013-01-27;Men;Marathon;7661.0;29.186301369863013
584;02:07:41;Bedan Karoki;KEN;1990-08-21;3.0;London;2017-04-23;Men;Marathon;7661.0;26.69041095890411
596;02:07:42;Simon Biwott;KEN;1970-03-03;1.0;Berlin;2000-09-10;Men;Marathon;7662.0;30.545205479452054
596;02:07:42;William Kiplagat;KEN;1972-06-21;1.0;Rotterdam;2003-04-13;Men;Marathon;7662.0;30.83013698630137
596;02:07:42;José Rios;ESP;1974-03-15;1.0;Otsu;2004-03-07;Men;Marathon;7662.0;30.0
596;02:07:42;Josphat Kenei Kiprotich;KEN;1978-01-01;3.0;Hamburg;2007-04-29;Men;Marathon;7662.0;29.34246575342466
596;02:07:42;Mike Kigen;KEN;1986-01-15;4.0;Paris;2015-04-12;Men;Marathon;7662.0;29.257534246575343
596;02:07:42;Abayneh Ayele;ETH;1987-11-04;5.0;Paris;2017-04-09;Men;Marathon;7662.0;29.44931506849315
602;02:07:43;Erick Kimaiyo;KEN;1969-01-01;2.0;Berlin;1997-09-28;Men;Marathon;7663.0;28.75890410958904
602;02:07:43;Tesfaye Jifar;ETH;1976-04-23;1.0;New York City;2001-11-04;Men;Marathon;7663.0;25.55068493150685
602;02:07:43;William Kipsang;KEN;1977-06-26;2.0;Seoul;2004-03-14;Men;Marathon;7663.0;26.734246575342464
602;02:07:43;Girma Assefa;ETH;1986-06-20;5.0;Paris;2011-04-10;Men;Marathon;7663.0;24.82191780821918
602;02:07:43;Gemechu Worku;ETH;1985-01-01;4.0;Tiberias;2012-01-12;Men;Marathon;7663.0;27.046575342465754
602;02:07:43;Jairus Chanchaima;KEN;1984-12-05;7.0;Seoul;2012-03-18;Men;Marathon;7663.0;27.301369863013697
602;02:07:43;Adil Annani;MAR;1980-06-30;4.0;London;2012-04-22;Men;Marathon;7663.0;31.832876712328765
602;02:07:43;Dadi Yami;ETH;1982-01-01;8.0;Chicago;2012-10-07;Men;Marathon;7663.0;30.786301369863015
602;02:07:43;Elijah Kemboi;KEN;1984-09-10;4.0;Daegu;2014-04-06;Men;Marathon;7663.0;29.589041095890412
602;02:07:43;Feyisa Bekele;ETH;1983-08-04;1.0;Seoul;2014-11-09;Men;Marathon;7663.0;31.28767123287671
602;02:07:43;Sammy Kirop Kitwara;KEN;1986-11-26;6.0;London;2015-04-26;Men;Marathon;7663.0;28.432876712328767
602;02:07:43;Titus Ekiru;KEN;1992-01-02;1.0;Sevilla;2017-02-19;Men;Marathon;7663.0;25.15068493150685
614;02:07:44;Lee Bong-Ju;KOR;1970-10-11;2.0;Rotterdam;1998-04-19;Men;Marathon;7664.0;27.53972602739726
614;02:07:44;Daniel Njenga;KEN;1976-05-07;2.0;Chicago;2004-10-10;Men;Marathon;7664.0;28.446575342465753
614;02:07:44;Abderrahim Goumri;MAR;1976-05-21;2.0;London;2007-04-22;Men;Marathon;7664.0;30.93972602739726
614;02:07:44;Hendrick Ramaala;RSA;1972-02-02;5.0;London;2009-04-26;Men;Marathon;7664.0;37.25479452054795
614;02:07:44;John Kiprotich;KEN;1989-03-30;3.0;Wien;2012-04-15;Men;Marathon;7664.0;23.06027397260274
614;02:07:44;Jaouad Gharib;MAR;1972-05-22;5.0;London;2012-04-22;Men;Marathon;7664.0;39.945205479452056
614;02:07:44;Paul Lonyangata;KEN;1992-12-12;2.0;Xiamen;2013-01-05;Men;Marathon;7664.0;20.07945205479452
614;02:07:44;Stephen Chemlany;KEN;1982-08-09;4.0;Berlin;2013-09-29;Men;Marathon;7664.0;31.161643835616438
614;02:07:44;Gilbert Kirwa;KEN;1985-12-20;5.0;Paris;2015-04-12;Men;Marathon;7664.0;29.328767123287673
623;02:07:45;Gert Thys;RSA;1971-11-12;3.0;Chicago;1998-10-11;Men;Marathon;7665.0;26.931506849315067
623;02:07:45;Simeretu Alemayehu;ETH;1970-10-18;1.0;Torino;2001-04-01;Men;Marathon;7665.0;30.473972602739725
623;02:07:45;Edwin Komen;KEN;1980-01-01;3.0;Seoul;2008-03-16;Men;Marathon;7665.0;28.224657534246575
623;02:07:45;Tereje Wodajo;ETH;1982-01-27;4.0;Amsterdam;2009-10-18;Men;Marathon;7665.0;27.742465753424657
623;02:07:45;Moses Kigen;KEN;1983-01-10;12.0;Dubai;2012-01-27;Men;Marathon;7665.0;29.065753424657533
623;02:07:45;Tadesse Abraham;ERI;1982-08-12;1.0;Zürich;2013-04-07;Men;Marathon;7665.0;30.673972602739727
623;02:07:45;Mike Kigen;KEN;1986-01-15;3.0;Amsterdam;2015-10-18;Men;Marathon;7665.0;29.775342465753425
623;02:07:45;Abel Kirui;KEN;1982-06-04;4.0;London;2017-04-23;Men;Marathon;7665.0;34.90958904109589
